Energy (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo S  
      1.92000      0.00000      0.00000      0.00000
      1.93000      0.00000      0.00000      0.00000
      1.94000      0.00000      0.00000      0.00000
      1.95000      0.00000      0.00000      0.00000
      1.96000      0.00000      0.00000      0.00000
      1.97000      0.00000      0.00000      0.00000
      1.98000      0.00000      0.00000      0.00000
      1.99000      0.00000      0.00000      0.00000
      2.00000      0.00000      0.00000      0.00000
      2.01000      0.00000      0.00000      0.00000
      2.02000      0.00000      0.00000      0.00000
      2.03000      0.00000      0.00000      0.00000
      2.04000      0.00000      0.00000      0.00000
      2.05000      0.00000      0.00000      0.00000
      2.06000      0.00000      0.00000      0.00000
      2.07000      0.00000      0.00000      0.00000
      2.08000      0.00000      0.00000      0.00000
      2.09000      0.00000      0.00000      0.00000
      2.10000      0.00000      0.00000      0.00000
      2.11000      0.00000      0.00000      0.00000
      2.12000      0.00000      0.00000      0.00000
      2.13000      0.00000      0.00000      0.00000
      2.14000      0.00000      0.00000      0.00000
      2.15000      0.00000      0.00000      0.00000
      2.16000      0.00000      0.00000      0.00000
      2.17000      0.00000      0.00000      0.00000
      2.18000      0.00000      0.00000      0.00000
      2.19000      0.00000      0.00000      0.00000
      2.20000      0.00000      0.00000      0.00000
      2.21000      0.00000      0.00000      0.00000
      2.22000      0.00000      0.00000      0.00000
      2.23000      0.00000      0.00000      0.00000
      2.24000      0.00000      0.00000      0.00000
      2.25000      0.00000      0.00000      0.00000
      2.26000      0.00000      0.00000      0.00000
      2.27000      0.00000      0.00000      0.00000
      2.28000      0.00000      0.00000      0.00000
      2.29000      0.00000      0.00000      0.00000
      2.30000      0.00000      0.00000      0.00000
      2.31000      0.00001      0.00000      0.00000
      2.32000      0.00007      0.00003      0.00004
      2.33000      0.00062      0.00030      0.00032
      2.34000      0.00448      0.00216      0.00232
      2.35000      0.02627      0.01268      0.01359
      2.36000      0.12546      0.06052      0.06495
      2.37000      0.48982      0.23618      0.25364
      2.38000      1.57018      0.75683      0.81335
      2.39000      4.15670      2.00289      2.15381
      2.40000      9.15729      4.41122      4.74606
      2.41000     16.96609      8.17114      8.79496
      2.42000     26.83110     12.92039     13.91072
      2.43000     36.97871     17.80609     19.17262
      2.44000     45.64462     21.98413     23.66049
      2.45000     52.07257     25.10810     26.96447
      2.46000     56.54245     27.35266     29.18979
      2.47000     59.74422     29.10857     30.63565
      2.48000     62.44338     30.79119     31.65220
      2.49000     65.49868     32.80598     32.69270
      2.50000     69.54823     35.38149     34.16673
      2.51000     74.34399     38.28044     36.06355
      2.52000     78.62428     40.79282     37.83146
      2.53000     81.09649     42.24835     38.84815
      2.54000     81.81380     42.69049     39.12331
      2.55000     82.47105     43.01014     39.46092
      2.56000     85.05403     44.27177     40.78225
      2.57000     90.08887     46.82971     43.25916
      2.58000     96.29387     50.10038     46.19349
      2.59000    101.91143     53.15357     48.75786
      2.60000    106.24530     55.48217     50.76313
      2.61000    110.01790     57.30459     52.71330
      2.62000    114.47083     59.25180     55.21904
      2.63000    119.95553     61.67957     58.27596
      2.64000    125.14378     64.18508     60.95870
      2.65000    127.90777     65.92389     61.98388
      2.66000    127.24410     66.43518     60.80891
      2.67000    123.96935     65.91428     58.05507
      2.68000    119.48071     64.70095     54.77976
      2.69000    114.62859     62.95760     51.67099
      2.70000    110.06133     61.00472     49.05661
      2.71000    106.73161     59.54504     47.18657
      2.72000    105.37207     59.24886     46.12320
      2.73000    105.94783     60.31430     45.63353
      2.74000    108.08927     62.57220     45.51707
      2.75000    111.53923     65.70142     45.83780
      2.76000    115.77821     69.16805     46.61016
      2.77000    120.00518     72.43271     47.57247
      2.78000    124.17400     75.59604     48.57796
      2.79000    129.30057     79.40170     49.89887
      2.80000    135.79076     84.06810     51.72266
      2.81000    141.78618     88.32699     53.45918
      2.82000    144.04430     90.13163     53.91266
      2.83000    140.66533     88.40976     52.25557
      2.84000    132.73371     83.96693     48.76678
      2.85000    123.42678     78.78376     44.64302
      2.86000    115.88400     74.69638     41.18762
      2.87000    111.74662     72.61351     39.13311
      2.88000    110.92063     72.41891     38.50172
      2.89000    112.21535     73.31204     38.90332
      2.90000    114.56323     74.56868     39.99455
      2.91000    118.13069     76.33822     41.79247
      2.92000    124.10319     79.55923     44.54396
      2.93000    132.89896     84.72740     48.17156
      2.94000    142.58709     90.70873     51.87837
      2.95000    149.80594     95.21946     54.58648
      2.96000    152.94188     96.93903     56.00286
      2.97000    154.17440     97.03558     57.13882
      2.98000    157.82329     98.25976     59.56353
      2.99000    166.78207    102.62096     64.16110
      3.00000    180.61210    110.02875     70.58335
      3.01000    196.14458    118.61638     77.52820
      3.02000    209.06855    125.81838     83.25017
      3.03000    215.60507    129.50318     86.10189
      3.04000    214.14432    128.94016     85.20416
      3.05000    206.09659    125.14485     80.95175
      3.06000    195.03878    120.19711     74.84167
      3.07000    184.48072    115.88553     68.59519
      3.08000    175.95522    112.73006     63.22516
      3.09000    168.99938    110.19400     58.80538
      3.10000    162.70482    107.69119     55.01363
      3.11000    156.93079    105.15923     51.77156
      3.12000    151.92160    102.58781     49.33380
      3.13000    147.01421     99.17913     47.83508
      3.14000    140.21356     93.36315     46.85041
      3.15000    129.64241     84.10813     45.53428
      3.16000    115.74132     72.39868     43.34265
      3.17000    101.85552     61.18917     40.66635
      3.18000     92.41711     53.69594     38.72117
      3.19000     90.48411     51.69568     38.78844
      3.20000     96.63833     55.15125     41.48708
      3.21000    109.45319     62.84487     46.60832
      3.22000    126.59300     73.13002     53.46298
      3.23000    145.68052     84.41857     61.26194
      3.24000    164.31019     95.22052     69.08967
